,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,UTILITY_AVAIL,STREET,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,BUILDTYPE_Commercial,BUILDTYPE_House,BUILDTYPE_Others,MZZONE_A,MZZONE_C,MZZONE_I,MZZONE_RH,MZZONE_RL,MZZONE_RM,YEAR_BUILD,AGE_BUILD,Actual_price,Predicted_price,YEAR_SALE,YEARS_PASSED,Today_price
1177,4,1698,47,2,1,4,3,1,2,2,4.7,2.8,3.9,3.61,0,0,1,0,0,0,1,0,0,1975,34,10992759.000000015,10877568.0,2009,13,20511276
3555,6,1984,160,2,1,5,5,0,1,2,3.5,3.5,5.0,4.1,0,0,1,0,0,0,0,0,1,1986,26,15868575.999999978,15825863.0,2012,10,25778663
6379,3,1268,166,2,1,4,2,0,3,1,4.9,2.1,2.0,2.91,1,0,0,0,0,0,0,0,1,1992,18,14556199.000000004,14412993.0,2010,12,25883664
4290,3,959,117,1,1,3,3,1,3,3,3.0,3.3,2.7,3.03,1,0,0,0,0,0,1,0,0,1996,12,13029573.00000001,13309109.0,2008,14,26351125
3104,3,1159,108,1,1,3,3,0,3,1,3.4,2.2,2.1,2.53,0,0,1,0,0,0,1,0,0,1988,24,8322506.999999994,8414099.0,2012,10,13705680
2707,6,1779,137,1,1,4,1,0,3,2,2.7,4.2,3.9,3.555,0,0,1,0,0,0,0,0,1,1972,40,13809021.999999987,13804801.0,2012,10,22486566
5310,2,630,141,1,1,2,4,1,1,3,3.5,3.6,4.9,4.22,1,0,0,0,0,1,0,0,0,1972,39,9724606.000000013,9948366.0,2011,11,17015081
2366,3,733,29,1,1,2,5,1,2,1,4.3,2.6,3.1,3.26,1,0,0,0,0,0,0,1,0,1987,25,10981249.00000001,10932000.0,2012,10,17807076
4844,3,1236,21,2,1,4,1,1,3,2,2.3,3.1,2.6,2.71,0,0,1,0,0,0,1,0,0,1978,32,10143671.000000015,9862648.0,2010,12,17711898
724,3,1014,83,1,1,3,5,1,3,2,3.2,2.3,2.8,2.72,0,1,0,0,0,0,0,1,0,1971,35,9534539.999999989,9545760.0,2006,16,20837196
5635,4,1805,81,3,2,5,3,0,3,1,2.2,3.6,2.0,2.77,1,0,0,0,0,0,1,0,0,1964,42,14161540.000000013,14248310.0,2006,16,31102273
5327,5,2049,46,3,2,5,3,0,3,2,2.5,2.3,2.2,2.32,1,0,0,0,0,0,1,0,0,1989,21,16010211.000000024,16641481.0,2010,12,29885708
1998,1,883,151,1,1,2,4,0,3,3,3.3,4.1,4.7,4.1,0,0,1,1,0,0,0,0,0,1999,11,5366406.000000001,5158693.5,2010,12,9264272
6235,7,1982,152,2,1,5,5,1,3,3,2.7,5.0,4.9,4.265,0,1,0,0,0,0,0,0,1,1995,19,16389119.999999994,16401832.0,2014,8,24232975
607,4,1740,83,2,1,4,5,1,2,2,4.7,2.8,4.0,3.64,1,0,0,0,0,0,0,0,1,1987,23,17559458.99999998,17671230.0,2010,12,31734990
3505,6,1983,73,2,1,5,3,1,3,2,2.7,4.0,3.5,3.345,0,0,1,0,0,0,1,0,0,1984,29,15245971.0,15021169.0,2013,9,23302763
6018,5,1358,128,2,1,4,3,0,3,3,2.0,4.6,2.1,2.82,0,0,1,0,0,0,0,1,0,1996,14,9864833.999999987,10035518.0,2010,12,18022348
1711,3,828,116,1,1,3,5,0,3,1,4.9,3.4,2.7,3.64,0,0,1,0,0,0,0,1,0,1989,22,7908053.999999998,7807653.5,2011,11,13353737
3769,2,604,105,1,1,2,2,1,3,3,4.1,4.5,2.3,3.28,0,0,1,0,0,0,0,0,1,1981,27,9405319.000000015,8801148.0,2008,14,17425671
3126,4,1597,10,2,1,4,3,0,3,3,2.6,3.9,2.2,3.07,0,1,0,0,1,0,0,0,0,1950,55,7569845.999999994,7527015.5,2005,17,17252057
311,1,785,63,1,1,2,5,1,3,2,2.1,5.0,2.1,2.97,0,0,1,0,1,0,0,0,0,1997,13,6197930.0,5971385.0,2010,12,10723749
3987,7,1526,111,1,1,4,2,0,1,3,4.9,2.3,2.0,2.945,1,0,0,0,0,0,0,0,1,2002,9,19344030.00000003,19495684.0,2011,11,33344235
2640,3,1025,185,1,1,3,5,0,3,3,2.4,3.4,2.4,2.8,0,0,1,0,0,0,0,1,0,2005,9,10111892.000000017,10080812.0,2014,8,14893950
2506,3,921,68,1,1,3,2,1,1,1,4.9,4.8,3.9,4.56,1,0,0,0,0,0,0,0,1,1985,28,12569401.99999999,12547592.0,2013,9,19465433
3357,6,1639,80,1,1,4,4,1,1,1,3.3,4.3,3.7,3.71,0,1,0,0,0,0,1,0,0,1992,16,11899880.999999993,11835629.0,2008,14,23433735
4104,3,757,155,1,1,2,5,1,1,1,4.2,3.2,4.0,3.74,0,0,1,0,0,0,0,0,1,1994,14,9235545.999999998,9138210.0,2008,14,18093030
1515,1,850,114,1,1,2,4,0,1,1,3.1,2.9,2.6,2.84,0,0,1,1,0,0,0,0,0,2003,8,3746961.0,3767456.0,2011,11,6443628
3905,7,1517,191,1,1,4,5,0,3,1,4.1,4.0,2.5,3.355,0,0,1,0,0,0,0,1,0,1986,25,12110890.000000013,12498269.0,2011,11,21376281
1178,2,1051,38,1,1,3,5,0,1,3,2.6,4.0,3.4,3.28,0,0,1,0,1,0,0,0,0,1978,28,8503240.999999994,8493786.0,2006,16,18540869
331,5,1425,106,2,1,4,4,0,3,2,3.8,3.4,3.8,3.68,0,1,0,0,0,0,0,1,0,1995,14,9050402.999999987,9054929.0,2009,13,17074419
1213,3,1149,52,1,1,3,5,0,2,2,2.6,3.3,2.5,2.85,1,0,0,0,0,0,0,1,0,2006,5,14366129.99999999,14016258.0,2011,11,23972557
4498,7,1759,75,1,1,4,2,0,3,2,4.7,4.0,4.1,4.255,0,0,1,0,0,0,1,0,0,1974,38,12662446.999999985,12663335.0,2012,10,20627238
3121,5,1910,166,3,2,5,4,1,3,3,3.7,2.9,4.2,3.66,0,1,0,0,0,0,0,0,1,1999,9,13182515.999999978,12828868.0,2008,14,25400281
6415,1,1057,49,1,1,3,1,0,3,1,3.8,3.7,4.7,4.13,0,0,1,1,0,0,0,0,0,1990,21,4194836.000000002,4563450.5,2011,11,7805048
5453,1,1087,132,1,1,3,3,1,3,1,3.7,3.3,3.4,3.46,1,0,0,0,0,0,0,1,0,1982,28,10190759.999999989,10484386.0,2010,12,18828450
5239,4,1544,196,2,1,4,2,1,2,1,3.1,4.8,3.1,3.87,1,0,0,0,1,0,0,0,0,1982,25,12741653.999999994,13083816.0,2007,15,27200313
6853,3,1119,97,1,1,3,5,0,3,2,4.3,4.2,3.5,4.02,0,1,0,0,0,0,0,0,1,1998,13,10198536.000000002,9981551.0,2011,11,17071839
4302,3,1083,74,1,1,3,2,1,3,3,2.8,2.9,3.8,3.14,0,1,0,0,0,0,1,0,0,1991,23,9407059.999999985,9470914.0,2014,8,13992853
5285,3,813,169,1,1,3,4,1,2,1,2.8,4.0,4.8,3.88,0,0,1,0,0,0,0,0,1,1975,34,9216270.999999996,9072874.0,2009,13,17108257
5018,2,891,112,1,1,3,1,0,2,3,4.1,2.7,4.5,4.02,0,1,0,0,0,0,1,0,0,1988,22,8187464.000000001,7781042.0,2010,12,13973633
4398,3,777,27,1,1,2,5,1,2,3,3.9,4.5,4.3,4.26,0,1,0,0,0,0,1,0,0,1987,22,8964534.000000015,8685357.0,2009,13,16377535
6895,1,1493,176,2,2,4,2,1,3,3,2.1,2.2,4.0,2.89,1,0,0,0,0,0,0,0,1,1993,17,14721179.000000015,14658630.0,2010,12,26324793
6341,2,1210,95,2,2,4,5,1,3,2,2.9,4.8,3.9,3.78,0,0,1,0,0,0,1,0,0,1997,10,11720935.999999996,11768120.0,2007,15,24465076
2983,6,1982,75,2,1,5,2,1,3,1,3.8,3.9,2.6,3.345,0,1,0,0,0,0,1,0,0,1984,23,13298644.999999994,12891932.0,2007,15,26801400
1073,1,1380,185,2,2,4,3,0,3,3,2.6,2.2,5.0,3.44,0,1,0,0,0,0,0,0,1,1981,29,9219857.999999985,9210005.0,2010,12,16539845
3780,5,2458,172,4,2,6,1,0,2,3,5.0,2.6,4.1,3.92,0,1,0,0,0,0,1,0,0,1990,21,12081121.0,11779618.0,2011,11,20147144
5968,1,502,59,1,1,2,4,0,3,2,2.2,2.5,4.9,3.37,1,0,0,0,0,1,0,0,0,1993,18,5653218.000000001,6133331.5,2011,11,10490078
1501,6,1765,97,1,1,4,2,0,2,3,3.0,4.4,3.3,3.47,1,0,0,0,0,0,0,0,1,1971,37,21097807.000000022,21150742.0,2008,14,41877022
276,6,1755,85,1,1,4,5,0,3,1,3.8,4.5,2.1,3.295,0,1,0,0,0,0,0,1,0,1971,43,11900952.999999985,12009889.0,2014,8,17744075
4298,3,707,197,1,1,2,2,1,3,1,5.0,2.7,4.5,3.93,0,0,1,0,0,0,0,0,1,1975,38,8363351.999999993,8184848.0,2013,9,12697385
4207,4,1662,15,2,1,4,1,0,1,2,4.1,2.5,2.8,2.99,0,1,0,0,0,0,1,0,0,1963,41,8328279.999999998,8253953.0,2004,18,19864122
4032,7,1532,41,1,1,4,3,0,1,2,4.7,3.2,4.9,4.415,0,1,0,0,0,0,1,0,0,2004,7,11201870.999999998,11306675.0,2011,11,19338251
544,1,1332,146,1,1,3,4,0,3,2,4.6,2.7,4.3,3.91,1,0,0,0,0,0,0,0,1,1975,37,11921130.999999985,11636565.0,2012,10,18954738
2065,6,1985,129,2,1,5,2,0,3,2,4.0,3.0,3.4,3.51,1,0,0,0,0,0,0,0,1,1988,21,22892239.99999996,22862646.0,2009,13,43110928
6337,5,2079,112,3,2,5,5,0,3,3,3.8,2.2,3.9,3.36,1,0,0,0,0,0,0,0,1,1984,27,18385667.00000002,17961772.0,2011,11,30720725
1857,7,1872,16,2,1,5,2,0,1,3,3.3,3.5,4.7,3.98,0,0,1,0,0,0,0,0,1,1991,18,15297254.000000019,15635550.0,2009,13,29483161
5063,4,1837,52,3,2,5,1,1,3,1,2.0,4.6,3.3,3.56,0,0,1,0,0,0,0,1,0,1982,28,11051882.000000011,11275857.0,2010,12,20249819
6666,3,704,43,1,1,2,3,0,2,3,2.9,4.3,2.1,3.22,0,1,0,0,0,0,0,0,1,1994,15,8480362.000000002,8683096.0,2009,13,16373272
3396,2,973,4,1,1,3,1,0,1,1,4.3,2.8,4.7,4.2,1,0,0,0,0,0,1,0,0,2003,7,11444082.00000001,11254134.0,2010,12,20210807
6240,4,1637,155,2,1,4,5,1,3,2,4.7,4.4,4.3,4.45,0,0,1,0,0,0,0,0,1,2001,9,12675619.999999996,12486498.0,2010,12,22423956
2981,6,1509,96,1,1,4,3,1,1,3,4.8,3.6,2.9,3.74,0,0,1,0,0,0,0,0,1,1990,20,14586637.000000011,14780222.0,2010,12,26543155
3128,5,2211,49,3,2,5,3,0,2,3,2.8,4.7,5.0,4.25,0,0,1,0,0,0,1,0,0,1999,9,12632172.999999989,12699108.0,2008,14,25143365
6441,4,1899,34,3,2,5,3,1,3,3,3.3,3.1,4.3,3.51,0,0,1,0,0,0,0,0,1,1962,48,13085590.99999999,12787703.0,2010,12,22964877
3026,1,565,51,1,1,2,2,1,3,1,2.9,2.6,3.7,3.13,0,0,1,0,0,1,0,0,0,1991,20,5063032.000000002,5124346.0,2011,11,8764370
5707,2,1077,168,1,1,3,3,1,2,3,3.0,3.9,3.7,3.53,0,0,1,0,0,1,0,0,0,1981,28,10203590.00000001,10154879.0,2009,13,19148538
654,3,966,2,1,1,3,4,0,2,3,4.4,3.6,3.2,3.72,0,1,0,0,0,0,0,1,0,2009,5,9239031.999999985,9383581.0,2014,8,13863822
1156,5,1921,28,3,2,5,5,0,2,2,3.7,3.4,3.4,3.49,0,0,1,0,0,0,0,1,0,1995,17,12036257.99999998,12540128.0,2012,10,20426547
2397,1,964,170,1,1,3,4,0,1,2,3.3,4.0,4.7,4.07,1,0,0,0,0,0,0,1,0,1985,27,9307847.999999996,9399200.0,2012,10,15310306
5821,1,526,45,1,1,2,1,1,3,1,3.7,2.3,4.6,3.64,1,0,0,0,0,0,0,1,0,1998,13,7408939.0000000065,7553910.5,2011,11,12919750
4380,1,1226,168,1,1,3,3,0,3,2,4.7,3.3,3.7,3.88,0,1,0,1,0,0,0,0,0,2001,10,5411631.000000001,5362755.5,2011,11,9172131
5657,5,1734,61,2,1,4,4,1,3,2,4.1,3.7,4.1,3.98,1,0,0,0,0,0,0,0,1,1986,24,16697697.999999994,16673316.0,2010,12,29942880
3198,5,2042,126,3,2,5,3,1,2,2,4.2,4.3,3.1,3.79,1,0,0,0,0,0,0,1,0,1986,26,18217591.000000007,18316526.0,2012,10,29835690
784,2,998,140,1,1,3,1,1,3,3,5.0,4.6,2.7,3.77,0,0,1,1,0,0,0,0,0,1992,17,8226755.000000006,8050917.5,2009,13,15181205
3755,6,1890,101,2,1,5,3,0,3,1,2.3,4.9,4.1,3.67,0,1,0,0,0,0,1,0,0,1995,17,12011262.000000019,11956885.0,2012,10,19476505
6088,7,1848,15,2,1,5,3,1,2,3,4.4,2.6,2.0,2.87,0,1,0,0,0,0,0,1,0,1997,16,14873107.999999994,14859397.0,2013,9,23051801
4646,5,2456,53,4,2,6,5,1,3,2,3.1,2.9,2.8,2.92,0,1,0,0,0,0,0,1,0,1998,11,13686536.000000011,13976668.0,2009,13,26355092
3488,5,2186,18,3,2,5,3,1,2,3,3.9,4.9,4.5,4.44,0,0,1,0,0,0,0,0,1,1997,15,14764454.000000019,14771598.0,2012,10,24061376
3770,7,1849,39,2,1,5,5,0,2,2,3.0,3.8,3.9,3.605,0,1,0,0,0,0,1,0,0,1977,30,12834990.999999989,13083117.0,2007,15,27198860
3289,1,829,146,1,1,2,5,1,3,3,4.3,3.3,3.0,3.48,1,0,0,0,1,0,0,0,0,2002,8,9143156.999999985,8970781.0,2010,12,16110233
6569,5,1583,9,2,1,4,3,0,2,2,4.7,4.8,4.0,4.45,0,1,0,0,0,0,0,0,1,1980,30,10105752.000000015,10161505.0,2010,12,18248603
448,5,1444,198,2,1,4,4,0,2,3,3.9,5.0,3.3,3.99,0,1,0,0,0,0,0,1,0,1984,26,9675482.000000004,9528115.0,2010,12,17111125
4678,5,1927,174,3,2,5,5,1,3,3,4.2,4.5,3.1,3.85,0,0,1,0,0,0,0,0,1,2005,6,14293102.99999998,13864965.0,2011,11,23713795
2217,7,1585,36,1,1,4,5,1,1,2,5.0,4.8,5.0,4.95,0,1,0,0,0,0,1,0,0,1972,41,12360594.000000011,12428071.0,2013,9,19280017
1377,5,1738,178,2,1,4,5,0,2,3,3.5,2.3,4.2,3.42,0,1,0,0,0,0,0,1,0,2006,5,11136239.999999987,11615122.0,2011,11,19865800
1915,3,879,156,1,1,3,4,0,3,3,2.1,4.0,4.7,3.64,1,0,0,0,0,0,0,0,1,1990,20,12591431.99999999,12660775.0,2010,12,22736932
2837,1,704,6,1,1,2,4,1,1,3,5.0,2.5,4.6,4.09,0,1,0,0,0,0,0,0,1,1978,33,8189341.999999999,8090147.5,2011,11,13836897
4627,5,1591,101,2,1,4,3,1,3,2,4.4,2.5,4.3,3.79,0,1,0,0,0,0,1,0,0,1991,20,10034281.999999987,9994411.0,2011,11,17093834
2193,7,1911,194,2,1,5,3,0,3,3,3.3,2.9,4.8,3.875,1,0,0,0,0,0,0,1,0,1976,30,22153940.999999985,22282570.0,2006,16,48640055
4976,1,1549,196,2,2,4,3,1,3,2,2.0,3.9,3.6,3.21,0,1,0,0,0,0,1,0,0,1987,24,8858862.999999994,8825438.0,2011,11,15094493
834,5,1717,115,2,1,4,3,0,2,2,4.9,2.5,4.5,4.02,1,0,0,0,0,0,0,1,0,1993,18,15068087.99999999,14743900.0,2011,11,25217072
2928,3,901,48,1,1,3,4,0,1,1,2.7,3.2,4.0,3.29,0,0,1,0,0,0,0,1,0,1985,23,7728366.999999994,7698352.0,2008,14,15242210
4604,2,1163,97,1,1,3,3,0,1,2,2.1,4.9,2.5,2.86,0,0,1,0,1,0,0,0,0,1984,27,8024967.9999999935,7860729.0,2011,11,13444514
5943,1,584,59,1,1,2,1,1,2,1,2.4,3.7,4.7,3.71,1,0,0,0,1,0,0,0,0,1965,45,5339688.999999998,5913901.5,2010,12,10620517
5040,3,1182,188,1,1,3,4,0,3,2,4.9,3.5,2.6,3.65,1,0,0,0,0,0,0,0,1,1979,28,14333267.000000007,13937748.0,2007,15,28975577
1256,3,1278,99,2,1,4,4,0,2,3,2.1,2.1,3.7,2.58,1,0,0,0,0,0,0,1,0,1986,26,15137399.999999989,14888078.0,2012,10,24251110
730,5,1937,4,3,2,5,2,1,2,2,4.3,3.0,4.4,3.95,0,0,1,0,0,0,0,0,1,2004,6,13600324.000000017,13210122.0,2010,12,23723481
4621,5,1705,148,2,1,4,5,0,2,2,2.4,3.9,2.4,2.85,1,0,0,0,0,0,1,0,0,1996,15,14828855.000000011,14893276.0,2011,11,25472556
5844,3,1256,161,2,1,4,4,0,1,2,2.1,3.6,3.2,3.03,0,1,0,0,0,0,1,0,0,1997,12,8932451.000000011,8733240.0,2009,13,16467826
3142,4,1612,10,2,1,4,5,1,2,3,4.5,3.5,2.4,3.42,0,1,0,1,0,0,0,0,0,1973,37,8953152.000000013,8864535.0,2010,12,15919431
5510,5,1702,104,2,1,4,5,0,3,2,2.8,2.2,3.4,2.86,1,0,0,0,0,0,0,0,1,1982,26,15722797.000000026,15145797.0,2008,14,29987642
1954,5,1304,68,1,1,3,5,1,3,2,3.9,4.9,3.1,3.88,0,0,1,0,0,0,0,0,1,2003,5,11426779.0,11574563.0,2008,14,22916843
4847,2,1214,184,2,2,4,5,1,3,3,2.8,4.6,2.0,2.76,0,0,1,1,0,0,0,0,0,1982,28,9833514.999999989,9853152.0,2010,12,17694845
5291,2,1267,49,2,2,4,4,1,1,1,2.8,3.9,3.8,3.52,0,1,0,0,1,0,0,0,0,2002,5,8690864.000000006,8459083.0,2007,15,17585826
6945,5,2443,84,4,2,6,4,0,2,2,4.2,2.0,2.7,2.94,0,1,0,0,0,0,1,0,0,2001,10,11872888.99999999,11643181.0,2011,11,19913790
4860,2,1153,120,1,1,3,4,0,1,2,2.0,2.7,4.3,3.29,0,0,1,0,0,0,1,0,0,1978,30,9393465.999999996,9099112.0,2008,14,18015619
2375,3,942,44,1,1,3,5,0,3,1,2.3,2.4,4.3,2.94,0,1,0,0,0,0,0,0,1,1982,30,8174439.000000004,8311964.5,2012,10,13539314
3201,1,1275,73,1,1,3,1,0,2,2,4.8,2.1,4.4,3.83,1,0,0,0,0,0,0,1,0,1970,41,10748584.999999996,10378676.0,2011,11,17751058
6137,3,1191,112,1,1,3,1,1,3,2,4.1,4.8,4.4,4.47,1,0,0,0,0,0,1,0,0,2003,7,14330470.0,13983681.0,2010,12,25112681
5629,7,1861,132,2,1,5,3,0,1,2,2.1,4.0,4.1,3.475,0,0,1,0,0,0,0,0,1,1995,14,15262089.000000026,15159063.0,2009,13,28584674
4913,3,736,42,1,1,2,1,1,3,3,3.9,3.1,4.3,3.7,0,0,1,0,0,0,0,1,0,1970,37,8754685.999999994,8774229.0,2007,15,18240991
1759,5,2499,200,4,2,6,4,1,3,2,4.2,4.2,3.8,4.04,0,0,1,0,0,0,1,0,0,2003,7,14268785.000000017,13829046.0,2010,12,24834979
717,1,1110,157,1,1,3,4,0,2,1,2.3,4.7,2.6,3.14,0,0,1,0,0,0,0,1,0,1988,24,7285475.000000006,7070740.5,2012,10,11517491
6150,3,800,15,1,1,2,2,1,1,2,4.1,2.1,4.5,3.42,0,0,1,0,0,0,1,0,0,1994,14,8333177.9999999935,8495901.0,2008,14,16821302
1735,3,942,191,1,1,3,5,0,3,1,2.2,5.0,4.7,4.07,0,1,0,0,0,0,0,1,0,1994,17,8084978.9999999935,7948119.0,2011,11,13593980
2000,1,552,62,1,1,2,2,1,3,3,3.0,3.9,4.9,4.03,0,0,1,0,1,0,0,0,0,1964,47,5177962.000000005,5275360.5,2011,11,9022656
3636,2,692,190,1,1,2,2,0,2,1,4.2,3.0,2.2,2.96,0,0,1,1,0,0,0,0,0,1999,8,4870547.000000003,4658727.0,2007,15,9685158
3576,2,1299,20,2,2,4,4,0,1,3,4.5,3.3,4.6,4.31,1,0,0,0,0,0,0,0,1,1970,40,16574854.000000007,15717088.0,2010,12,28225631
4757,2,1185,60,1,1,3,2,0,2,1,2.1,2.6,2.9,2.6,0,0,1,1,0,0,0,0,0,1995,13,7234006.999999999,6998441.5,2008,14,13856435
6485,1,1519,24,2,2,4,1,1,3,1,4.7,5.0,3.2,4.19,1,0,0,0,0,0,0,1,0,1987,24,12785472.000000022,12552571.0,2011,11,21469156
314,1,1171,111,1,1,3,5,1,2,1,4.0,4.8,2.2,3.52,0,0,1,1,0,0,0,0,0,1993,16,6493192.999999999,6639907.5,2009,13,12520535
1773,1,687,2,1,1,2,5,0,2,1,2.0,3.7,3.0,2.91,0,0,1,0,0,0,0,1,0,1992,18,6227048.0,5913101.0,2010,12,10619079
4829,7,1775,136,1,1,4,2,0,2,2,4.4,3.4,4.4,4.15,0,0,1,0,0,0,0,1,0,1980,33,13882123.000000017,13856505.0,2013,9,21495987
1540,1,831,63,1,1,2,5,0,3,3,3.4,2.8,3.4,3.22,0,1,0,0,0,0,1,0,0,1977,33,6454329.0,6338346.0,2010,12,11382758
1520,3,816,123,1,1,3,4,1,3,1,2.8,4.0,2.3,3.13,0,1,0,0,0,0,0,0,1,1979,32,8507545.000000004,8673685.0,2011,11,14834944
2821,3,713,149,1,1,2,4,0,1,3,4.0,3.0,4.1,3.63,1,0,0,0,0,0,0,1,0,2002,8,10620745.999999987,10981299.0,2010,12,19720835
2038,2,902,99,1,1,3,2,0,3,2,4.1,3.3,3.3,3.54,1,0,0,0,0,0,0,0,1,1987,23,12606234.00000001,12162448.0,2010,12,21842009
394,1,608,41,1,1,2,2,1,1,1,4.5,3.9,2.5,3.52,1,0,0,0,0,1,0,0,0,1996,15,6535180.999999996,6944310.5,2011,11,11877127
1422,2,1270,70,2,2,4,5,1,3,2,2.4,4.3,4.7,3.93,1,0,0,0,1,0,0,0,0,2000,11,15210626.000000013,14886460.0,2011,11,25460898
6041,5,1795,47,3,2,5,3,1,3,2,2.5,2.3,2.8,2.56,0,0,1,0,0,0,0,1,0,2000,10,12178744.0,12487213.0,2010,12,22425240
1435,1,1047,52,1,1,3,3,1,2,3,4.1,3.4,4.1,3.89,0,1,0,0,0,1,0,0,0,1962,50,7201640.000000004,6907559.5,2012,10,11251686
1793,5,1693,99,2,1,4,2,1,3,2,3.1,2.1,4.9,3.52,0,1,0,0,0,0,0,1,0,1989,20,10683237.999999994,10966082.0,2009,13,20678183
4733,4,1558,32,2,1,4,2,1,3,2,4.5,3.9,4.0,4.08,0,1,0,0,1,0,0,0,0,1974,37,8184469.0,8282039.0,2011,11,14165097
58,1,1469,200,2,2,4,3,0,3,1,4.7,2.0,2.4,2.97,1,0,0,0,1,0,0,0,0,2006,5,9897904.000000017,10134910.0,2011,11,17334135
3172,6,1555,43,1,1,4,2,1,3,2,4.5,3.0,3.5,3.725,1,0,0,0,0,0,0,1,0,1994,16,19639472.999999993,19412270.0,2010,12,34861647
2089,5,1582,165,2,1,4,1,0,3,2,2.5,3.5,3.0,3.0,1,0,0,0,0,0,1,0,0,1984,24,13093137.000000006,13205008.0,2008,14,26145012
1812,4,1853,73,3,2,5,5,0,3,1,2.7,2.0,4.5,2.93,0,0,1,0,0,0,1,0,0,2000,9,10498633.999999985,10532188.0,2009,13,19860011
5880,2,900,28,1,1,3,5,1,3,2,4.9,2.4,4.8,4.35,0,1,0,0,0,0,0,1,0,1994,13,10259914.999999983,9898115.0,2007,15,20577470
623,3,1183,105,1,1,3,4,1,3,2,3.7,4.0,2.8,3.55,0,0,1,0,0,0,1,0,0,1982,30,9993043.999999985,9908239.0,2012,10,16139477
5824,2,635,133,1,1,2,4,0,3,1,4.6,3.2,3.8,3.92,1,0,0,1,0,0,0,0,0,1969,40,6284309.000000005,6189972.0,2009,13,11672115
3397,3,869,200,1,1,3,3,1,2,2,3.2,4.7,4.4,4.16,0,0,1,0,0,0,0,1,0,1992,17,9702379.999999996,9638278.0,2009,13,18174410
4287,5,2471,37,4,2,6,4,0,2,2,3.4,2.8,2.6,2.9,1,0,0,0,0,0,0,0,1,1990,22,20586843.000000022,20187608.0,2012,10,32883486
6748,3,868,156,1,1,3,4,1,3,2,2.5,2.9,4.7,3.32,0,0,1,0,0,0,0,1,0,1995,16,9640104.000000006,9375619.0,2011,11,16035490
3317,3,732,0,1,1,2,3,1,1,1,3.5,4.9,2.5,3.76,1,0,0,0,0,0,0,0,1,2003,10,11379236.99999999,11454584.0,2013,9,17769819
3263,6,1970,50,2,1,5,2,1,3,1,3.9,3.4,4.8,4.135,0,0,1,0,0,0,0,0,1,1981,27,15630185.999999994,15522339.0,2008,14,30733169
5802,3,1264,173,2,1,4,5,1,2,2,4.3,4.8,2.5,3.96,1,0,0,0,0,0,0,1,0,1984,23,16064011.000000015,16239123.0,2007,15,33759970
5267,3,1248,123,2,1,4,2,1,2,2,2.1,3.0,4.4,3.15,1,0,0,0,0,0,0,1,0,2007,5,15772565.999999978,16053054.0,2012,10,26148733
1317,4,1827,182,3,2,5,5,0,1,2,2.6,3.0,3.7,3.11,1,0,0,0,0,0,1,0,0,1978,29,15707800.999999996,15351977.0,2007,15,31915657
5402,3,960,151,1,1,3,4,1,3,1,4.7,2.6,4.4,3.77,1,0,0,0,0,0,0,1,0,1994,17,12558706.000000011,12569846.0,2011,11,21498702
1950,3,973,112,1,1,3,4,1,3,3,3.0,4.1,3.5,3.59,1,0,0,0,0,0,1,0,0,1971,40,12599882.999999987,12851154.0,2011,11,21979834
6398,3,963,64,1,1,3,1,1,1,2,3.0,4.4,2.7,3.47,1,0,0,0,0,0,0,1,0,2002,4,12969378.0,13083991.0,2006,16,28560711
4278,5,2374,139,4,2,6,3,0,3,3,2.5,3.4,2.2,2.65,0,1,0,0,0,0,0,0,1,1994,14,13126056.00000002,13134649.0,2008,14,26005706
3945,1,729,161,1,1,2,5,1,3,3,3.1,4.6,2.6,3.35,0,0,1,0,0,1,0,0,0,1986,24,7032855.000000005,6958563.5,2010,12,12496580
5939,4,1943,36,3,2,5,3,0,1,3,4.5,3.6,3.5,3.8,1,0,0,0,0,1,0,0,0,1981,29,15832290.999999983,15545716.0,2010,12,27917872
6053,1,942,159,1,1,3,4,1,3,3,4.5,4.0,2.6,3.59,0,1,0,1,0,0,0,0,0,1970,41,5571094.999999998,5640383.5,2011,11,9646969
1949,6,1895,162,2,1,5,2,1,3,2,2.2,3.8,3.8,3.24,0,0,1,0,0,0,1,0,0,1998,11,15205619.999999998,15100078.0,2009,13,28473449
4277,7,1725,10,1,1,4,3,1,1,3,2.5,3.9,2.2,2.715,0,0,1,0,0,0,0,0,1,1982,29,15468468.999999981,15325442.0,2011,11,26211706
6173,2,1205,106,2,2,4,2,0,3,2,4.3,2.7,2.3,2.98,1,0,0,0,0,0,0,1,0,2004,6,14893508.000000022,15192958.0,2010,12,27284369
4184,3,1074,3,1,1,3,4,1,3,3,3.3,3.4,2.3,3.04,1,0,0,0,0,0,1,0,0,1973,39,13369216.99999999,13507357.0,2012,10,22002061
6291,1,1230,93,1,1,3,2,0,1,2,4.5,2.4,4.9,4.03,0,0,1,1,0,0,0,0,0,2006,5,5805647.999999995,5988962.0,2011,11,10243157
1332,3,730,4,1,1,2,3,1,1,2,4.8,3.6,4.4,4.2,0,0,1,0,0,0,0,0,1,1989,18,9304585.999999996,9138785.0,2007,15,18998877
